"PT_NUMBER","PLANT","SRC_UNIT","NUCLIDE","ACTIVITY","ACT_UNITS","Max0Avg1Sum2","NUCTYPEIMPTYPE","SOURCE","STARTDATE","ENDDATE","DURATION_MIN","FLOW_RATE","FLOW_UNITS","REL_VOL","REL_UNITS","RELEASE_SOURCE","DISCHARGE_POINT","REL_MODE_OR_DIL","IS_MDA","BATCHORCONT","ALLOCATION_PERCENT"
2016012,"Quad Cities","Unit 1","XE-135M","6.33E-05","uCi/cc","","","",1/6/2016 7:34:00,1/13/2016 7:05:00,10051.00,"2.20E+01","cfm","2.21E+05","cf","Unit 1 Gland Seal","Unit 1 Gland Seal","elevated","","C",100
2016012,"Quad Cities","Unit 1","XE-138","2.47E-04","uCi/cc","","","",1/6/2016 7:34:00,1/13/2016 7:05:00,10051.00,"2.20E+01","cfm","2.21E+05","cf","Unit 1 Gland Seal","Unit 1 Gland Seal","elevated","","C",100
2016013,"Quad Cities","Unit 2","AR-41","9.07E-07","uCi/cc","","","",1/6/2016 7:59:00,1/13/2016 7:15:00,10036.00,"2.20E+01","cfm","2.21E+05","cf","Unit 2 Gland Seal","Unit 2 Gland Seal","elevated","","C",100
2016013,"Quad Cities","Unit 2","KR-85M","5.57E-07","uCi/cc","","","",1/6/2016 7:59:00,1/13/2016 7:15:00,10036.00,"2.20E+01","cfm","2.21E+05","cf","Unit 2 Gland Seal","Unit 2 Gland Seal","elevated","","C",100
2016013,"Quad Cities","Unit 2","KR-87","3.67E-06","uCi/cc","","","",1/6/2016 7:59:00,1/13/2016 7:15:00,10036.00,"2.20E+01","cfm","2.21E+05","cf","Unit 2 Gland Seal","Unit 2 Gland Seal","elevated","","C",100
2016013,"Quad Cities","Unit 2","KR-88","2.15E-06","uCi/cc","","","",1/6/2016 7:59:00,1/13/2016 7:15:00,10036.00,"2.20E+01","cfm","2.21E+05","cf","Unit 2 Gland Seal","Unit 2 Gland Seal","elevated","","C",100
2016013,"Quad Cities","Unit 2","XE-133","2.13E-07","uCi/cc","","","",1/6/2016 7:59:00,1/13/2016 7:15:00,10036.00,"2.20E+01","cfm","2.21E+05","cf","Unit 2 Gland Seal","Unit 2 Gland Seal","elevated","","C",100
2016013,"Quad Cities","Unit 2","XE-135","3.10E-06","uCi/cc","","","",1/6/2016 7:59:00,1/13/2016 7:15:00,10036.00,"2.20E+01","cfm","2.21E+05","cf","Unit 2 Gland Seal","Unit 2 Gland Seal","elevated","","C",100
2016013,"Quad Cities","Unit 2","XE-135M","2.28E-05","uCi/cc","","","",1/6/2016 7:59:00,1/13/2016 7:15:00,10036.00,"2.20E+01","cfm","2.21E+05","cf","Unit 2 Gland Seal","Unit 2 Gland Seal","elevated","","C",100
2016013,"Quad Cities","Unit 2","XE-138","9.03E-05","uCi/cc","","","",1/6/2016 7:59:00,1/13/2016 7:15:00,10036.00,"2.20E+01","cfm","2.21E+05","cf","Unit 2 Gland Seal","Unit 2 Gland Seal","elevated","","C",100
2016014,"Quad Cities","Unit 1","I-133","1.54E-12","uCi/cc","","","",1/5/2016 9:15:00,1/12/2016 9:45:00,10110.00,"3.46E+05","cfm","3.50E+09","cf","Main Chimney IP Unit 1+2","Main Chimney IP Unit 1+2","elevated","","C",100
2016016,"Quad Cities","Unit 1","CO-60","6.17E-13","uCi/cc","","","",1/5/2016 7:40:00,1/12/2016 8:12:00,10112.00,"9.02E+04","cfm","9.13E+08","cf","Reactor Vent IP Unit 1","Reactor Vent IP Unit 1","mixed","","C",100
2016016,"Quad Cities","Unit 1","I-131","3.26E-13","uCi/cc","","","",1/5/2016 7:40:00,1/12/2016 8:12:00,10112.00,"9.02E+04","cfm","9.13E+08","cf","Reactor Vent IP Unit 1","Reactor Vent IP Unit 1","mixed","","C",100
2016016,"Quad Cities","Unit 1","I-133","4.63E-12","uCi/cc","","","",1/5/2016 7:40:00,1/12/2016 8:12:00,10112.00,"9.02E+04","cfm","9.13E+08","cf","Reactor Vent IP Unit 1","Reactor Vent IP Unit 1","mixed","","C",100
2016020,"Quad Cities","Unit 1","AR-41","9.09E-07","uCi/cc","","","",1/13/2016 7:05:00,1/20/2016 7:12:00,10087.00,"2.20E+01","cfm","2.22E+05","cf","Unit 1 Gland Seal","Unit 1 Gland Seal","elevated","","C",100
2016020,"Quad Cities","Unit 1","KR-85M","1.54E-06","uCi/cc","","","",1/13/2016 7:05:00,1/20/2016 7:12:00,10087.00,"2.20E+01","cfm","2.22E+05","cf","Unit 1 Gland Seal","Unit 1 Gland Seal","elevated","","C",100
2016020,"Quad Cities","Unit 1","KR-87","1.09E-05","uCi/cc","","","",1/13/2016 7:05:00,1/20/2016 7:12:00,10087.00,"2.20E+01","cfm","2.22E+05","cf","Unit 1 Gland Seal","Unit 1 Gland Seal","elevated","","C",100
2016020,"Quad Cities","Unit 1","KR-88","6.69E-06","uCi/cc","","","",1/13/2016 7:05:00,1/20/2016 7:12:00,10087.00,"2.20E+01","cfm","2.22E+05","cf","Unit 1 Gland Seal","Unit 1 Gland Seal","elevated","","C",100
2016020,"Quad Cities","Unit 1","XE-133","6.60E-07","uCi/cc","","","",1/13/2016 7:05:00,1/20/2016 7:12:00,10087.00,"2.20E+01","cfm","2.22E+05","cf","Unit 1 Gland Seal","Unit 1 Gland Seal","elevated","","C",100
2016020,"Quad Cities","Unit 1","XE-135","9.42E-06","uCi/cc","","","",1/13/2016 7:05:00,1/20/2016 7:12:00,10087.00,"2.20E+01","cfm","2.22E+05","cf","Unit 1 Gland Seal","Unit 1 Gland Seal","elevated","","C",100
2016020,"Quad Cities","Unit 1","XE-135M","7.67E-05","uCi/cc","","","",1/13/2016 7:05:00,1/20/2016 7:12:00,10087.00,"2.20E+01","cfm","2.22E+05","cf","Unit 1 Gland Seal","Unit 1 Gland Seal","elevated","","C",100
2016020,"Quad Cities","Unit 1","XE-138","2.87E-04","uCi/cc","","","",1/13/2016 7:05:00,1/20/2016 7:12:00,10087.00,"2.20E+01","cfm","2.22E+05","cf","Unit 1 Gland Seal","Unit 1 Gland Seal","elevated","","C",100
2016021,"Quad Cities","Unit 2","AR-41","9.32E-07","uCi/cc","","","",1/13/2016 7:15:00,1/20/2016 7:21:00,10086.00,"2.10E+01","cfm","2.12E+05","cf","Unit 2 Gland Seal","Unit 2 Gland Seal","elevated","","C",100
2016021,"Quad Cities","Unit 2","KR-85M","5.20E-07","uCi/cc","","","",1/13/2016 7:15:00,1/20/2016 7:21:00,10086.00,"2.10E+01","cfm","2.12E+05","cf","Unit 2 Gland Seal","Unit 2 Gland Seal","elevated","","C",100
2016021,"Quad Cities","Unit 2","KR-87","3.55E-06","uCi/cc","","","",1/13/2016 7:15:00,1/20/2016 7:21:00,10086.00,"2.10E+01","cfm","2.12E+05","cf","Unit 2 Gland Seal","Unit 2 Gland Seal","elevated","","C",100
2016021,"Quad Cities","Unit 2","KR-88","2.11E-06","uCi/cc","","","",1/13/2016 7:15:00,1/20/2016 7:21:00,10086.00,"2.10E+01","cfm","2.12E+05","cf","Unit 2 Gland Seal","Unit 2 Gland Seal","elevated","","C",100
2016021,"Quad Cities","Unit 2","XE-133","2.00E-07","uCi/cc","","","",1/13/2016 7:15:00,1/20/2016 7:21:00,10086.00,"2.10E+01","cfm","2.12E+05","cf","Unit 2 Gland Seal","Unit 2 Gland Seal","elevated","","C",100
2016021,"Quad Cities","Unit 2","XE-135","2.94E-06","uCi/cc","","","",1/13/2016 7:15:00,1/20/2016 7:21:00,10086.00,"2.10E+01","cfm","2.12E+05","cf","Unit 2 Gland Seal","Unit 2 Gland Seal","elevated","","C",100
2016021,"Quad Cities","Unit 2","XE-135M","2.10E-05","uCi/cc","","","",1/13/2016 7:15:00,1/20/2016 7:21:00,10086.00,"2.10E+01","cfm","2.12E+05","cf","Unit 2 Gland Seal","Unit 2 Gland Seal","elevated","","C",100
2016021,"Quad Cities","Unit 2","XE-138","8.20E-05","uCi/cc","","","",1/13/2016 7:15:00,1/20/2016 7:21:00,10086.00,"2.10E+01","cfm","2.12E+05","cf","Unit 2 Gland Seal","Unit 2 Gland Seal","elevated","","C",100
2016024,"Quad Cities","Unit 1","CO-60","6.44E-13","uCi/cc","","","",1/12/2016 8:16:00,1/19/2016 8:45:00,10109.00,"9.60E+04","cfm","9.70E+08","cf","Reactor Vent IP Unit 1","Reactor Vent IP Unit 1","mixed","","C",100
2016024,"Quad Cities","Unit 1","I-131","2.11E-13","uCi/cc","","","",1/12/2016 8:16:00,1/19/2016 8:45:00,10109.00,"9.60E+04","cfm","9.70E+08","cf","Reactor Vent IP Unit 1","Reactor Vent IP Unit 1","mixed","","C",100
2016024,"Quad Cities","Unit 1","I-133","4.04E-12","uCi/cc","","","",1/12/2016 8:16:00,1/19/2016 8:45:00,10109.00,"9.60E+04","cfm","9.70E+08","cf","Reactor Vent IP Unit 1","Reactor Vent IP Unit 1","mixed","","C",100
2016028,"Quad Cities","Unit 1","I-131","5.91E-13","uCi/cc","","","",1/19/2016 9:35:00,1/26/2016 9:05:00,10050.00,"3.60E+05","cfm","3.62E+09","cf","Main Chimney IP Unit 1+2","Main Chimney IP Unit 1+2","elevated","","C",100
2016028,"Quad Cities","Unit 1","I-133","1.12E-12","uCi/cc","","","",1/19/2016 9:35:00,1/26/2016 9:05:00,10050.00,"3.60E+05","cfm","3.62E+09","cf","Main Chimney IP Unit 1+2","Main Chimney IP Unit 1+2","elevated","","C",100
2016030,"Quad Cities","Unit 1","CO-60","9.05E-13","uCi/cc","","","",1/19/2016 8:45:00,1/25/2016 18:51:00,9246.00,"9.60E+04","cfm","8.88E+08","cf","Reactor Vent IP Unit 1","Reactor Vent IP Unit 1","mixed","","C",100
2016030,"Quad Cities","Unit 1","ZN-65","7.95E-13","uCi/cc","","","",1/19/2016 8:45:00,1/25/2016 18:51:00,9246.00,"9.60E+04","cfm","8.88E+08","cf","Reactor Vent IP Unit 1","Reactor Vent IP Unit 1","mixed","","C",100
2016034,"Quad Cities","Unit 1","AR-41","7.24E-07","uCi/cc","","","",1/20/2016 7:12:00,1/27/2016 7:15:00,10083.00,"2.20E+01","cfm","2.22E+05","cf","Unit 1 Gland Seal","Unit 1 Gland Seal","elevated","","C",100
2016034,"Quad Cities","Unit 1","KR-85M","1.53E-06","uCi/cc","","","",1/20/2016 7:12:00,1/27/2016 7:15:00,10083.00,"2.20E+01","cfm","2.22E+05","cf","Unit 1 Gland Seal","Unit 1 Gland Seal","elevated","","C",100
2016034,"Quad Cities","Unit 1","KR-87","1.10E-05","uCi/cc","","","",1/20/2016 7:12:00,1/27/2016 7:15:00,10083.00,"2.20E+01","cfm","2.22E+05","cf","Unit 1 Gland Seal","Unit 1 Gland Seal","elevated","","C",100
2016034,"Quad Cities","Unit 1","KR-88","6.57E-06","uCi/cc","","","",1/20/2016 7:12:00,1/27/2016 7:15:00,10083.00,"2.20E+01","cfm","2.22E+05","cf","Unit 1 Gland Seal","Unit 1 Gland Seal","elevated","","C",100
2016034,"Quad Cities","Unit 1","XE-133","5.87E-07","uCi/cc","","","",1/20/2016 7:12:00,1/27/2016 7:15:00,10083.00,"2.20E+01","cfm","2.22E+05","cf","Unit 1 Gland Seal","Unit 1 Gland Seal","elevated","","C",100
2016034,"Quad Cities","Unit 1","XE-135","8.93E-06","uCi/cc","","","",1/20/2016 7:12:00,1/27/2016 7:15:00,10083.00,"2.20E+01","cfm","2.22E+05","cf","Unit 1 Gland Seal","Unit 1 Gland Seal","elevated","","C",100
2016034,"Quad Cities","Unit 1","XE-135M","8.06E-05","uCi/cc","","","",1/20/2016 7:12:00,1/27/2016 7:15:00,10083.00,"2.20E+01","cfm","2.22E+05","cf","Unit 1 Gland Seal","Unit 1 Gland Seal","elevated","","C",100
2016034,"Quad Cities","Unit 1","XE-138","2.98E-04","uCi/cc","","","",1/20/2016 7:12:00,1/27/2016 7:15:00,10083.00,"2.20E+01","cfm","2.22E+05","cf","Unit 1 Gland Seal","Unit 1 Gland Seal","elevated","","C",100
2016035,"Quad Cities","Unit 1","AR-41","9.84E-07","uCi/cc","","","",1/27/2016 7:15:00,2/3/2016 5:55:00,10000.00,"2.10E+01","cfm","2.10E+05","cf","Unit 1 Gland Seal","Unit 1 Gland Seal","elevated","","C",100
2016035,"Quad Cities","Unit 1","KR-85M","1.54E-06","uCi/cc","","","",1/27/2016 7:15:00,2/3/2016 5:55:00,10000.00,"2.10E+01","cfm","2.10E+05","cf","Unit 1 Gland Seal","Unit 1 Gland Seal","elevated","","C",100
2016035,"Quad Cities","Unit 1","KR-87","1.06E-05","uCi/cc","","","",1/27/2016 7:15:00,2/3/2016 5:55:00,10000.00,"2.10E+01","cfm","2.10E+05","cf","Unit 1 Gland Seal","Unit 1 Gland Seal","elevated","","C",100
2016035,"Quad Cities","Unit 1","KR-88","6.51E-06","uCi/cc","","","",1/27/2016 7:15:00,2/3/2016 5:55:00,10000.00,"2.10E+01","cfm","2.10E+05","cf","Unit 1 Gland Seal","Unit 1 Gland Seal","elevated","","C",100
2016035,"Quad Cities","Unit 1","XE-133","6.36E-07","uCi/cc","","","",1/27/2016 7:15:00,2/3/2016 5:55:00,10000.00,"2.10E+01","cfm","2.10E+05","cf","Unit 1 Gland Seal","Unit 1 Gland Seal","elevated","","C",100
2016035,"Quad Cities","Unit 1","XE-135","9.28E-06","uCi/cc","","","",1/27/2016 7:15:00,2/3/2016 5:55:00,10000.00,"2.10E+01","cfm","2.10E+05","cf","Unit 1 Gland Seal","Unit 1 Gland Seal","elevated","","C",100
2016035,"Quad Cities","Unit 1","XE-135M","7.49E-05","uCi/cc","","","",1/27/2016 7:15:00,2/3/2016 5:55:00,10000.00,"2.10E+01","cfm","2.10E+05","cf","Unit 1 Gland Seal","Unit 1 Gland Seal","elevated","","C",100
2016035,"Quad Cities","Unit 1","XE-138","2.78E-04","uCi/cc","","","",1/27/2016 7:15:00,2/3/2016 5:55:00,10000.00,"2.10E+01","cfm","2.10E+05","cf","Unit 1 Gland Seal","Unit 1 Gland Seal","elevated","","C",100
2016036,"Quad Cities","Unit 2","AR-41","8.71E-07","uCi/cc","","","",1/20/2016 7:21:00,1/27/2016 7:24:00,10083.00,"2.20E+01","cfm","2.22E+05","cf","Unit 2 Gland Seal","Unit 2 Gland Seal","elevated","","C",100
2016036,"Quad Cities","Unit 2","KR-85M","5.00E-07","uCi/cc","","","",1/20/2016 7:21:00,1/27/2016 7:24:00,10083.00,"2.20E+01","cfm","2.22E+05","cf","Unit 2 Gland Seal","Unit 2 Gland Seal","elevated","","C",100
2016036,"Quad Cities","Unit 2","KR-87","3.75E-06","uCi/cc","","","",1/20/2016 7:21:00,1/27/2016 7:24:00,10083.00,"2.20E+01","cfm","2.22E+05","cf","Unit 2 Gland Seal","Unit 2 Gland Seal","elevated","","C",100
2016036,"Quad Cities","Unit 2","KR-88","2.06E-06","uCi/cc","","","",1/20/2016 7:21:00,1/27/2016 7:24:00,10083.00,"2.20E+01","cfm","2.22E+05","cf","Unit 2 Gland Seal","Unit 2 Gland Seal","elevated","","C",100
2016036,"Quad Cities","Unit 2","XE-133","2.44E-07","uCi/cc","","","",1/20/2016 7:21:00,1/27/2016 7:24:00,10083.00,"2.20E+01","cfm","2.22E+05","cf","Unit 2 Gland Seal","Unit 2 Gland Seal","elevated","","C",100
2016036,"Quad Cities","Unit 2","XE-135","2.88E-06","uCi/cc","","","",1/20/2016 7:21:00,1/27/2016 7:24:00,10083.00,"2.20E+01","cfm","2.22E+05","cf","Unit 2 Gland Seal","Unit 2 Gland Seal","elevated","","C",100
2016036,"Quad Cities","Unit 2","XE-135M","2.64E-05","uCi/cc","","","",1/20/2016 7:21:00,1/27/2016 7:24:00,10083.00,"2.20E+01","cfm","2.22E+05","cf","Unit 2 Gland Seal","Unit 2 Gland Seal","elevated","","C",100
2016036,"Quad Cities","Unit 2","XE-138","1.02E-04","uCi/cc","","","",1/20/2016 7:21:00,1/27/2016 7:24:00,10083.00,"2.20E+01","cfm","2.22E+05","cf","Unit 2 Gland Seal","Unit 2 Gland Seal","elevated","","C",100
2016037,"Quad Cities","Unit 2","AR-41","7.67E-07","uCi/cc","","","",1/27/2016 7:24:00,2/3/2016 8:55:00,10171.00,"2.20E+01","cfm","2.24E+05","cf","Unit 2 Gland Seal","Unit 2 Gland Seal","elevated","","C",100
2016037,"Quad Cities","Unit 2","KR-85M","5.49E-07","uCi/cc","","","",1/27/2016 7:24:00,2/3/2016 8:55:00,10171.00,"2.20E+01","cfm","2.24E+05","cf","Unit 2 Gland Seal","Unit 2 Gland Seal","elevated","","C",100
2016037,"Quad Cities","Unit 2","KR-87","3.71E-06","uCi/cc","","","",1/27/2016 7:24:00,2/3/2016 8:55:00,10171.00,"2.20E+01","cfm","2.24E+05","cf","Unit 2 Gland Seal","Unit 2 Gland Seal","elevated","","C",100
2016037,"Quad Cities","Unit 2","KR-88","2.23E-06","uCi/cc","","","",1/27/2016 7:24:00,2/3/2016 8:55:00,10171.00,"2.20E+01","cfm","2.24E+05","cf","Unit 2 Gland Seal","Unit 2 Gland Seal","elevated","","C",100
2016037,"Quad Cities","Unit 2","XE-133","1.93E-07","uCi/cc","","","",1/27/2016 7:24:00,2/3/2016 8:55:00,10171.00,"2.20E+01","cfm","2.24E+05","cf","Unit 2 Gland Seal","Unit 2 Gland Seal","elevated","","C",100
2016037,"Quad Cities","Unit 2","XE-135","3.17E-06","uCi/cc","","","",1/27/2016 7:24:00,2/3/2016 8:55:00,10171.00,"2.20E+01","cfm","2.24E+05","cf","Unit 2 Gland Seal","Unit 2 Gland Seal","elevated","","C",100
2016037,"Quad Cities","Unit 2","XE-135M","2.65E-05","uCi/cc","","","",1/27/2016 7:24:00,2/3/2016 8:55:00,10171.00,"2.20E+01","cfm","2.24E+05","cf","Unit 2 Gland Seal","Unit 2 Gland Seal","elevated","","C",100
2016037,"Quad Cities","Unit 2","XE-138","9.57E-05","uCi/cc","","","",1/27/2016 7:24:00,2/3/2016 8:55:00,10171.00,"2.20E+01","cfm","2.24E+05","cf","Unit 2 Gland Seal","Unit 2 Gland Seal","elevated","","C",100
2016038,"Quad Cities","Unit 1","I-133","1.76E-12","uCi/cc","","","",1/26/2016 9:05:00,2/2/2016 7:49:00,10004.00,"3.65E+05","cfm","3.65E+09","cf","Main Chimney IP Unit 1+2","Main Chimney IP Unit 1+2","elevated","","C",100
2016044,"Quad Cities","Unit 1","C-14","5.66E-09","uCi/cc","","","",1/1/2016 0:00:00,2/1/2016 0:00:00,44640.00,"3.47E+05","cfm","1.55E+10","cf","Main Chimney IP Unit 1+2","Main Chimney IP Unit 1+2","elevated","","C",100
2016044,"Quad Cities","Unit 1","H-3","1.33E-08","uCi/cc","","","",1/1/2016 0:00:00,2/1/2016 0:00:00,44640.00,"3.47E+05","cfm","1.55E+10","cf","Main Chimney IP Unit 1+2","Main Chimney IP Unit 1+2","elevated","","C",100
2016044,"Quad Cities","Unit 1","SR-89","2.05E-13","uCi/cc","","","",1/1/2016 0:00:00,2/1/2016 0:00:00,44640.00,"3.47E+05","cfm","1.55E+10","cf","Main Chimney IP Unit 1+2","Main Chimney IP Unit 1+2","elevated","","C",100
2016045,"Quad Cities","Unit 1","C-14","3.26E-10","uCi/cc","","","",1/1/2016 0:00:00,2/1/2016 0:00:00,44640.00,"9.31E+04","cfm","4.15E+09","cf","Reactor Vent IP Unit 1","Reactor Vent IP Unit 1","mixed","","C",100
2016045,"Quad Cities","Unit 1","H-3","5.53E-09","uCi/cc","","","",1/1/2016 0:00:00,2/1/2016 0:00:00,44640.00,"9.31E+04","cfm","4.15E+09","cf","Reactor Vent IP Unit 1","Reactor Vent IP Unit 1","mixed","","C",100
2016046,"Quad Cities","Unit 2","C-14","3.21E-10","uCi/cc","","","",1/1/2016 0:00:00,2/1/2016 0:00:00,44640.00,"9.46E+04","cfm","4.22E+09","cf","Reactor Vent IP Unit 2","Reactor Vent IP Unit 2","mixed","","C",100
2016046,"Quad Cities","Unit 2","H-3","7.59E-09","uCi/cc","","","",1/1/2016 0:00:00,2/1/2016 0:00:00,44640.00,"9.46E+04","cfm","4.22E+09","cf","Reactor Vent IP Unit 2","Reactor Vent IP Unit 2","mixed","","C",100
2016047,"Quad Cities","Unit 1","AR-41","6.61E-07","uCi/cc","","","",2/3/2016 5:55:00,2/10/2016 5:43:00,10068.00,"2.10E+01","cfm","2.11E+05","cf","Unit 1 Gland Seal","Unit 1 Gland Seal","elevated","","C",100
2016047,"Quad Cities","Unit 1","KR-85M","1.47E-06","uCi/cc","","","",2/3/2016 5:55:00,2/10/2016 5:43:00,10068.00,"2.10E+01","cfm","2.11E+05","cf","Unit 1 Gland Seal","Unit 1 Gland Seal","elevated","","C",100
